sentence,sentiment,topic,sentence_seg
"thầy rất quan tâm đến sinh viên , thầy tạo riêng một nhóm để các sinh viên trong lớp đặt câu hỏi cũng như bài tập .",positive,lecturer,"thầy rất quan_tâm đến sinh_viên , thầy tạo riêng một nhóm để các sinh_viên trong lớp đặt câu hỏi cũng như bài_tập ."
giảng viên nên giảng chậm lại .,negative,lecturer,giảng_viên nên giảng chậm lại .
"thầy bụng bự , vui tính , hòa đồng .",positive,lecturer,"thầy bụng bự , vui_tính , hòa đồng ."
thầy rất thoải mái với sinh viên .,positive,lecturer,thầy rất thoải_mái với sinh_viên .
đôi khi nói quá lời với sinh viên .,negative,lecturer,đôi_khi nói quá_lời với sinh_viên .
ic được cấp thường hư một phần .,negative,facility,ic được cấp thường hư một phần .
"giảng kỹ , lấy ví dụ rõ ràng , tận tâm .",positive,lecturer,"giảng kỹ , lấy ví_dụ rõ_ràng , tận_tâm ."
giảng viên tận tâm .,positive,lecturer,giảng_viên tận_tâm .
"mặc dù về môn này điểm em không cao cũng như không hiểu nhiều về môn này nhưng cảm nhận giáo viên rất nhiệt tình với tiết học , quan tâm đến từng sinh viên nhưng do môn này quá khó hiểu nên kết quả vẫn không như mong đợi của giảng viên .",negative,lecturer,"mặc_dù về môn này điểm em không cao cũng như_không hiểu nhiều về môn này nhưng cảm_nhận giáo_viên rất nhiệt_tình với tiết học , quan_tâm đến từng sinh_viên nhưng do môn này quá khó hiểu nên kết_quả vẫn không như mong_đợi của giảng_viên ."
"giảng viên giảng dễ hiểu , vui tính .",positive,lecturer,"giảng_viên giảng dễ hiểu , vui_tính ."
hướng dẫn rõ ràng .,positive,lecturer,hướng_dẫn rõ_ràng .
tậm tân với sinh viên .,positive,lecturer,tậm tân với sinh_viên .
chưa sử dụng giờ lên lớp hiệu quả .,negative,lecturer,chưa sử_dụng giờ lên_lớp hiệu_quả .
nên phân chia lại tỷ lệ các hình thức kiểm tra trong điểm trung bình .,negative,training_program,nên phân_chia lại tỷ_lệ các hình_thức kiểm_tra trong điểm trung_bình .
"giảng viên nên tập trung vào giáo trình môn học hơn , nên gửi trước giáo trình để sinh viên tham khảo .",negative,lecturer,"giảng_viên nên tập_trung vào giáo_trình môn_học hơn , nên gửi trước giáo_trình để sinh_viên tham_khảo ."
"giảng dạy ngắn gọn dễ hiểu , đi thẳng vào trọng tâm .",positive,lecturer,"giảng_dạy ngắn_gọn dễ hiểu , đi thẳng vào trọng_tâm ."
"thiết nghĩ đây là môn phân tích , thiết kế thuật toán , các bài toán ngoài thực tế không dễ dàng như vậy và quy hoạch động là một kỹ thuật có thể xử lý được một số bài kiểu này .",negative,training_program,"thiết_nghĩ đây là môn phân_tích , thiết_kế thuật_toán , các bài_toán ngoài thực_tế không dễ_dàng như_vậy và quy_hoạch động là một kỹ_thuật có_thể xử_lý được một_số bài kiểu này ."
"rất hài lòng , hy vọng thầy sẽ mở mang thêm nhiều kiến thức nữa cho sinh viên .",positive,lecturer,"rất hài_lòng , hy_vọng thầy sẽ mở_mang thêm nhiều kiến_thức nữa cho sinh_viên ."
"giảng viên nên code trực tiếp trên máy cho sinh viên xem và sửa , hạn chế code viết trên giấy .",negative,lecturer,"giảng_viên nên code trực_tiếp trên máy cho sinh_viên xem và sửa , hạn_chế code viết trên giấy ."
tuyệt vời là tính từ để mô tả môn học này .,positive,training_program,tuyệt_vời là tính từ để mô_tả môn_học này .
"giảng viên dạy sát chương trình , truyền đạt được kiến thức cho sinh viên .",positive,lecturer,"giảng_viên dạy sát chương_trình , truyền_đạt được kiến_thức cho sinh_viên ."
"đồng thời thiết bị ở phòng thực hành hay hỏng hóc , gây gián đoạn và ảnh hưởng tới kết quả và thời gian làm thực hành .",negative,facility,"đồng_thời thiết_bị ở phòng thực_hành hay hỏng_hóc , gây gián_đoạn và ảnh_hưởng tới kết_quả và thời_gian làm thực_hành ."
cô dạy hay nhưng phòng máy nhiều hôm thiếu máy .,negative,lecturer,cô dạy hay nhưng phòng máy nhiều hôm thiếu máy .
có nhiều hoạt động thực tiễn phù hợp với thực tế .,positive,lecturer,có nhiều hoạt_động thực_tiễn phù_hợp với thực_tế .
cô rất hiền colonsmile .,positive,lecturer,cô rất hiền colonsmile .
liên hệ thực tiễn tương đối tốt .,positive,training_program,liên_hệ thực_tiễn tương_đối tốt .
"môn học rất trừu tượng , nên giảng viên cần có những phương pháp để giảng dạy hiệu quả hơn .",negative,lecturer,"môn_học rất trừu_tượng , nên giảng_viên cần có những phương_pháp để giảng_dạy hiệu_quả hơn ."
"có nhiều bài tập hay , rèn luyện kỹ năng tốt .",positive,training_program,"có nhiều bài_tập hay , rèn_luyện kỹ_năng tốt ."
rất hài lòng ạ .,positive,others,rất hài_lòng ạ .
thầy có cho bài tập nhưng lại không kiểm tra bài tập nên không ai làm .,negative,lecturer,thầy có cho bài_tập nhưng lại không kiểm_tra bài_tập nên không ai làm .
"giảng viên tận tâm , nhiệt tình , theo sát tình hình kiến thức sinh viên .",positive,lecturer,"giảng_viên tận_tâm , nhiệt_tình , theo sát tình_hình kiến_thức sinh_viên ."
lại vui tính .,positive,lecturer,lại vui_tính .
cô dạy nên có ví dụ và bài tập hướng dẫn chi tiết cụ thể hơn !,negative,lecturer,cô dạy nên có ví_dụ và bài_tập hướng_dẫn chi_tiết cụ_thể hơn !
giảng viên giảng kỹ và dễ hiểu !,positive,lecturer,giảng_viên giảng kỹ và dễ hiểu !
thầy rất nhiệt tình và gẫn gũi với sinh viên .,positive,lecturer,thầy rất nhiệt_tình và gẫn gũi với sinh_viên .
chưa đảm bảo việc giảng dạy theo đề cương và chương trình môn học .,negative,lecturer,chưa đảm_bảo việc giảng_dạy theo đề_cương và chương_trình môn_học .
thêm các buổi làm và sửa bài tập .,negative,training_program,thêm các buổi làm và sửa bài_tập .
"nộp báo cáo sau khi thực hành , đăng lịch học lên moodle .",neutral,training_program,"nộp báo_cáo sau khi thực_hành , đăng lịch học lên moodle ."
thầy rất năng động .,positive,lecturer,thầy rất năng_động .
bình thường .,neutral,others,bình_thường .
thầy giảng siêu hay .,positive,lecturer,thầy giảng siêu hay .
"giảng viên đã lớp tuổi , kiến thức không còn phù hợp với thực tế , cách giảng dạy nhàm chán làm sinh viên không thể tiếp thu nổi .",negative,lecturer,"giảng_viên đã lớp tuổi , kiến_thức không còn phù_hợp với thực_tế , cách giảng_dạy nhàm_chán làm sinh_viên không_thể tiếp_thu nổi ."
"giảng sát với bài học , không cho bài quá nhiều , lan man .",positive,lecturer,"giảng sát với bài_học , không cho bài quá nhiều , lan_man ."
sinh viên nào chê thầy thì em nghĩ sinh viên đó nên xem lại cách học của sinh viên đó .,positive,others,sinh_viên nào chê thầy thì em nghĩ sinh_viên đó nên xem_lại cách học của sinh_viên đó .
cô nên cho bài tập trên wecode để rèn luyện và củng cố kiến thức cho sinh viên .,negative,lecturer,cô nên cho bài_tập trên wecode để rèn_luyện và củng_cố kiến_thức cho sinh_viên .
cô rất hiền .,neutral,lecturer,cô rất hiền .
giảng viên dạy còn khó hiểu .,positive,lecturer,giảng_viên dạy còn khó hiểu .
"giảng viên có kiến thức chuyên môn cao , khả năng truyền đạt tốt .",positive,lecturer,"giảng_viên có kiến_thức chuyên_môn cao , khả_năng truyền_đạt tốt ."
chưa giải quyết thắc mắc của sinh viên thỏa đáng .,negative,lecturer,chưa giải_quyết thắc_mắc của sinh_viên thỏa_đáng .
có nhiều bài tập và ví dụ hay .,positive,training_program,có nhiều bài_tập và ví_dụ hay .
"sinh viên không hiểu hỏi cô , cô đều giải quyết thắc mắc .",positive,lecturer,"sinh_viên không hiểu hỏi cô , cô đều giải_quyết thắc_mắc ."
em không hài lòng về cách nhận xét của giảng viên .,negative,lecturer,em không hài_lòng về cách nhận_xét của giảng_viên .
"thầy dạy tốt , nhiệt tình và quan tâm sinh viên .",positive,lecturer,"thầy dạy tốt , nhiệt_tình và quan_tâm sinh_viên ."
nên tập trung vào kỹ năng nghe và nói nhiều hơn .,negative,training_program,nên tập_trung vào kỹ_năng nghe và nói nhiều hơn .
"giảng viên nên tương tác với lớp nhiều hơn , nên cho thêm bài tập về nhà và bắt buộc nộp bài .",negative,lecturer,"giảng_viên nên tương_tác với lớp nhiều hơn , nên cho thêm bài_tập về nhà và bắt_buộc nộp bài ."
thầy chia sẻ cho chúng em những kiến thức bổ ích .,positive,lecturer,thầy chia_sẻ cho chúng em những kiến_thức bổ_ích .
"thầy tận tâm , hỗ trợ tận tình cho các bạn sinh viên .",positive,lecturer,"thầy tận_tâm , hỗ_trợ tận_tình cho các bạn sinh_viên ."
"thầy vui tính , dạy dễ hiểu , lấy ví dụ thực tiễn .",positive,lecturer,"thầy vui_tính , dạy dễ hiểu , lấy ví_dụ thực_tiễn ."
giáo viên dạy tốt nên phát huy ngoài ra không cần cải tiến thêm đều gì .,positive,lecturer,giáo_viên dạy tốt nên phát_huy ngoài_ra không cần cải_tiến thêm đều gì .
chưa tạo được sự thu hút .,negative,lecturer,chưa tạo được sự thu_hút .
slide bài giảng tiếng anh giúp tụi em nâng cao khả năng học tiếng anh .,positive,training_program,slide bài giảng tiếng anh giúp tụi em nâng cao khả_năng học tiếng anh .
em không có gì thắc mắc .,neutral,others,em không có gì thắc_mắc .
"dạy buồn ngủ , quá thụ động , không lắng nghe học viên .",negative,lecturer,"dạy buồn_ngủ , quá thụ_động , không lắng_nghe học_viên ."
mail hỏi thầy thì thầy cũng chẳng bao giờ giải đáp thắc mắc .,negative,lecturer,mail hỏi thầy thì thầy cũng chẳng bao_giờ giải_đáp thắc_mắc .
giảng viên luôn cập nhập bài giảng và bài tập trên website môn học .,positive,lecturer,giảng_viên luôn cập nhập bài giảng và bài_tập trên website môn_học .
đôi khi nên tổ chức các trò chơi để sinh viên giảm căng thẳng .,negative,training_program,đôi_khi nên tổ_chức các trò_chơi để sinh_viên giảm căng_thẳng .
"ngoài ra , giảng viên tốt về các mặt còn lại .",positive,lecturer,"ngoài_ra , giảng_viên tốt về các mặt còn lại ."
mời giáo viên bản xứ tham gia giảng dạy để sinh viên có thêm cơ hội phát triển các kỹ năng cơ bản trong anh văn .,negative,lecturer,mời giáo_viên bản_xứ tham_gia giảng_dạy để sinh_viên có thêm cơ_hội phát_triển các kỹ_năng cơ_bản trong anh văn .
"thưa , tài liệu mà thầy cung cấp thực sự nhiều hơn cả giáo viên chịu trách nhiệm lý thuyết của môn .",positive,lecturer,"thưa , tài_liệu mà thầy cung_cấp thực_sự nhiều hơn cả giáo_viên chịu trách_nhiệm lý_thuyết của môn ."
lặp lại quá nhiều kiến thức cũ .,negative,training_program,lặp lại quá nhiều kiến_thức cũ .
khả năng truyền tốt không gây hứng thú cho sinh viên .,negative,lecturer,khả_năng truyền tốt không gây hứng_thú cho sinh_viên .
chúc cô giữ mãi nhiệt huyết giảng dạy này để truyền cảm hứng đến nhiều học sinh ngán đến trường như em .,positive,training_program,chúc cô giữ mãi nhiệt_huyết giảng_dạy này để truyền_cảm_hứng đến nhiều học_sinh ngán đến trường như em .
nói tóm lại là giảng viên dạy không hay .,negative,lecturer,nói tóm_lại là giảng_viên dạy không hay .
nhiệt tình vui tính .,positive,lecturer,nhiệt_tình vui_tính .
"cô dễ thương , hiền , tận tâm .",positive,lecturer,"cô dễ_thương , hiền , tận_tâm ."
"giảng dạy tận tình , sát thực tiễn , và nhiệt tình giúp đỡ sinh viên .",positive,lecturer,"giảng_dạy tận_tình , sát thực_tiễn , và nhiệt_tình giúp_đỡ sinh_viên ."
"sử dụng thời gian chưa được hợp lý ( tốn quá nhiều thời gian chờ , nhất là khi báo cáo giữa kỳ và cuối kỳ ) dẫn đến việc các nhóm báo cáo cuối bị rút ngắn thời gian và thay đổi cách thức báo cáo ( không công bằng trong cách thức làm việc giữa các nhóm với nhau doubledot nhóm được thuyết trình , có nhóm thì không ) .",negative,lecturer,"sử_dụng thời_gian chưa được hợp_lý ( tốn quá nhiều thời_gian chờ , nhất_là khi báo_cáo giữa kỳ và cuối kỳ ) dẫn đến việc các nhóm báo_cáo cuối bị rút ngắn thời_gian và thay_đổi cách_thức báo_cáo ( không công_bằng trong cách_thức làm_việc giữa các nhóm với nhau doubledot nhóm được thuyết_trình , có nhóm thì không ) ."
nhiều bạn chỉ copy code trên mạng nhưng điểm lại cao hơn những bạn thực sự làm .,negative,training_program,nhiều bạn chỉ copy code trên mạng nhưng điểm lại cao hơn những bạn thực_sự làm .
nên có phần thực hành trên thiết bị để dễ hiểu hơn .,negative,training_program,nên có phần thực_hành trên thiết_bị để dễ hiểu hơn .
"cho bài tập thương xuyên , đều đặn .",positive,lecturer,"cho bài_tập thương xuyên , đều_đặn ."
"nhiệt tình , vui tính , thảo luận nhiều .",positive,lecturer,"nhiệt_tình , vui_tính , thảo_luận nhiều ."
giáo viên luôn tạo động lực cho sinh viên học .,positive,lecturer,giáo_viên luôn tạo động_lực cho sinh_viên học .
"đơn giản hóa kiến thức , giúp học sinh tiếp cận một cách trực quan môn học .",negative,training_program,"đơn_giản_hóa kiến_thức , giúp học_sinh tiếp_cận một_cách trực_quan môn_học ."
lịch học bù cần ghi rõ ngày nào trên course .,negative,training_program,lịch học bù cần ghi rõ ngày nào trên course .
"tăng thời lượng môn học , nên có thêm những hoạt động ngoại khóa có liên quan đến môn anh văn để sinh viên được trau dồi thêm .",negative,training_program,"tăng thời_lượng môn_học , nên có thêm những hoạt_động ngoại khóa có liên_quan đến môn anh văn để sinh_viên được trau_dồi thêm ."
thầy khá vui vẻ và nhiệt tình .,positive,lecturer,thầy khá vui_vẻ và nhiệt_tình .
"giảng dạy theo phương pháp mới , thú vị , dễ hiểu .",positive,lecturer,"giảng_dạy theo phương_pháp mới , thú_vị , dễ hiểu ."
"giảng viên truyền đạt tốt , em không có ý kiến gì thêm .",positive,lecturer,"giảng_viên truyền_đạt tốt , em không có ý_kiến gì thêm ."
giảng giải rất kỹ .,positive,lecturer,giảng_giải rất kỹ .
"có thể là về cách dạy , và chương trình học cũng không mấy phù hợp .",negative,lecturer,"có_thể là về cách dạy , và chương_trình học cũng không mấy phù_hợp ."
"phương pháp giảng dạy chưa hiệu quả , nhất quán , có ít tài liệu tham khảo thêm bên ngoài .",negative,lecturer,"phương_pháp giảng_dạy chưa hiệu_quả , nhất_quán , có ít tài_liệu tham_khảo thêm bên ngoài ."
em không có điều không hài lòng về giảng viên .,neutral,lecturer,em không có_điều không hài_lòng về giảng_viên .
"giảng viên vui tính , slide sinh động , có nhiều liên hệ thực tế .",positive,lecturer,"giảng_viên vui_tính , slide sinh_động , có nhiều liên_hệ thực_tế ."
"slide cần cụ thể , rõ ràng , dễ hiểu hơn .",negative,training_program,"slide cần cụ_thể , rõ_ràng , dễ hiểu hơn ."
thầy dành nhiều thời gian để làm bài tập .,positive,lecturer,thầy dành nhiều thời_gian để làm bài_tập .
em xin lỗi nhưng đó là sự thật .,negative,others,em xin_lỗi nhưng đó là sự_thật .
"thầy còn khó tính và để học sinh tự tìm hiểu hơi nhiều , nhiều chỗ thầy dạy hơi khó hiểu .",negative,lecturer,"thầy còn khó_tính và để học_sinh tự tìm_hiểu hơi nhiều , nhiều chỗ thầy dạy hơi khó hiểu ."
cô dạy đôi khi hơi khó hiểu .,negative,lecturer,cô dạy đôi_khi hơi khó hiểu .
khiến sinh viên bị thụ động .,negative,others,khiến sinh_viên bị thụ_động .
cô dạy rất nhiệt tình và giảng bài thực hành dễ hiểu .,positive,lecturer,cô dạy rất nhiệt_tình và giảng bài thực_hành dễ hiểu .
sự nhiệt huyết .,positive,lecturer,sự nhiệt_huyết .
cô dạy tốt nhưng bọn em cảm thấy chán .,negative,lecturer,cô dạy tốt nhưng bọn em cảm_thấy chán .
thầy cho bài thực hành rất xác thực tế .,positive,lecturer,thầy cho bài thực_hành rất xác_thực_tế .
"nhiệt tình , cho nhiều bài tập .",positive,lecturer,"nhiệt_tình , cho nhiều bài_tập ."
mong thầy cho thêm bài tập lên trang course .,negative,lecturer,mong thầy cho thêm bài_tập lên trang course .
thầy đến lớp đúng giờ ( trước giờ nữa ) .,positive,lecturer,thầy đến lớp đúng giờ ( trước giờ nữa ) .
"nhiệt tình , tận tâm , đúng giờ .",positive,lecturer,"nhiệt_tình , tận_tâm , đúng giờ ."
"không nên thi lý thuyết "" giấy "" cuối kỳ .",negative,training_program,"không nên thi lý_thuyết "" giấy "" cuối kỳ ."
"tâm huyết với công tác giảng dạy , việc truyền đạt ý tưởng cũng như kiến thức đến sinh viên có sáng tạo .",positive,lecturer,"tâm_huyết với công_tác giảng_dạy , việc truyền_đạt ý_tưởng cũng như kiến_thức đến sinh_viên có sáng_tạo ."
"rất nhiều sinh viên không biết "" thực hành này để làm gì "" khi chỉ lên lớp , chạy chương trình có sẵn , chụp ảnh từng bước và dán vào báo cáo mà không biết chương trình chạy đúng hay sai , làm sao để sửa , có những hàm hỗ trợ nào .",negative,training_program,"rất nhiều sinh_viên không biết "" thực_hành này để làm gì "" khi chỉ lên_lớp , chạy chương_trình có sẵn , chụp ảnh từng bước và dán vào báo_cáo mà không biết chương_trình chạy đúng hay sai , làm_sao để sửa , có những hàm hỗ_trợ nào ."
em nghĩ là sau khi hướng dẫn cú pháp trong tiết thực hành thì cô nên có ví dụ cho những trường hợp đặc biệt trong bài tập trong cuối tiết .,negative,lecturer,em nghĩ là sau khi hướng_dẫn cú_pháp trong tiết thực_hành thì cô nên có ví_dụ cho những trường_hợp đặc_biệt trong bài_tập trong cuối tiết .
thầy rất vui vẻ và nghiêm khắc .,positive,lecturer,thầy rất vui_vẻ và nghiêm_khắc .
"thầy chỉ hướng dẫn , còn lại để sinh viên tìm hiểu nên kiến thức khắc sâu .",positive,lecturer,"thầy chỉ hướng_dẫn , còn lại để sinh_viên tìm_hiểu nên kiến_thức khắc sâu ."
"phòng máy quá nóng , nhỏ , trang thiết bị ít , máy rất cũ , hư nhiều .",negative,facility,"phòng máy quá nóng , nhỏ , trang thiết_bị ít , máy rất cũ , hư nhiều ."
mở rộng thêm các kiến thức bên ngoài .,positive,lecturer,mở_rộng thêm các kiến_thức bên ngoài .
"giảng viên dạy đầy đủ kiến thức , cung cấp cho sinh viên những kỹ năng và tài liệu bên ngoài phong phú .",positive,lecturer,"giảng_viên dạy đầy_đủ kiến_thức , cung_cấp cho sinh_viên những kỹ_năng và tài_liệu bên ngoài phong_phú ."
giảng bài nhanh .,negative,lecturer,giảng bài nhanh .
nắm được các kiến thức quan trọng .,positive,others,nắm được các kiến_thức quan_trọng .
mong nhà trường có thể trang bị thêm phòng máy tốt hơn để khi chạy chương trình có thể chạy nhanh hơn .,negative,facility,mong nhà_trường có_thể trang_bị thêm phòng máy tốt hơn để khi chạy chương_trình có_thể chạy nhanh hơn .
cô dạy tận tâm .,positive,lecturer,cô dạy tận_tâm .
thầy quá đẹp trai .,positive,lecturer,thầy quá đẹp_trai .
lên lớp đầy đủ và đúng giờ .,positive,lecturer,lên_lớp đầy_đủ và đúng giờ .
giảng thu hút được học sinh .,positive,lecturer,giảng thu_hút được học_sinh .
"tiết học rất vui nhộn , tăng thêm tinh thần đi học cho sinh viên .",positive,training_program,"tiết học rất vui_nhộn , tăng thêm tinh_thần đi học cho sinh_viên ."
"cần cải thiện chất lượng phòng học , máy chiếu .",negative,facility,"cần cải_thiện chất_lượng phòng học , máy_chiếu ."
"thầy nhiệt tình , tâm huyết .",positive,lecturer,"thầy nhiệt_tình , tâm_huyết ."
giảng dạy đầy đủ kiến thức .,positive,lecturer,giảng_dạy đầy_đủ kiến_thức .
thái độ .,neutral,others,thái_độ .
"cần bổ sung thêm các game vào môn học , học anh văn mà không có game thì nói thật ra là rất dễ chán và buồn ngủ .",negative,training_program,"cần bổ_sung thêm các game vào môn_học , học anh văn mà không có game thì nói thật_ra là rất dễ chán và buồn_ngủ ."
thường xuyên giúp đỡ cho sinh viên hiểu bài .,positive,lecturer,thường_xuyên giúp_đỡ cho sinh_viên hiểu bài .
có sự tương tác hỗ trợ tốt trong quá trình học .,positive,lecturer,có sự tương_tác hỗ_trợ tốt trong quá_trình học .
lý thuyết hơi nhiều .,negative,training_program,lý_thuyết hơi nhiều .
em nghĩ kiểm tra đánh giá môn này bằng hình thức làm đồ án báo cáo sẽ hợp lý hơn là thi trên giấy .,negative,training_program,em nghĩ kiểm_tra đánh_giá môn này bằng hình_thức làm đồ_án báo_cáo sẽ hợp_lý hơn là thi trên giấy .
"giảng viên nhiệt tình , có kết hợp với doanh nghiệp để seminar về kỹ năng giao tiếp .",positive,lecturer,"giảng_viên nhiệt_tình , có kết_hợp với doanh_nghiệp để seminar về kỹ_năng giao_tiếp ."
thực hành không nên điểm danh lấy điểm .,negative,training_program,thực_hành không nên điểm_danh lấy điểm .
không thích thầy .,negative,lecturer,không thích thầy .
hơi khó hiểu nếu không học trước ở nhà .,negative,lecturer,hơi khó hiểu nếu không học trước ở nhà .
kiến thức đầy đủ .,positive,training_program,kiến_thức đầy_đủ .
"giảng viên có nhiều ví dụ , bài tập minh họa cho bài học .",positive,lecturer,"giảng_viên có nhiều ví_dụ , bài_tập minh_họa cho bài_học ."
"thầy dạy rất dễ hiểu và cởi mở với sinh viên , hướng dẫn tận tình .",positive,lecturer,"thầy dạy rất dễ hiểu và cởi_mở với sinh_viên , hướng_dẫn tận_tình ."
"thầy nhiệt tình , vui tính , truyền đạt hay .",positive,lecturer,"thầy nhiệt_tình , vui_tính , truyền_đạt hay ."
"nếu có thể tổ chức mỗi tuần một vài tiếng cho việc hỏi và trả lời các thắc mắc hướng dẫn thì tốt hơn, có thể tổ chức trên mạng như các chat room .",negative,lecturer,"nếu có_thể tổ_chức mỗi tuần một_vài tiếng cho việc hỏi và trả_lời các thắc_mắc hướng_dẫn thì tốt hơn , có_thể tổ_chức trên mạng như các chat room ."
"thày dạy nhiệt tình , dễ tiếp thu .",positive,lecturer,"thày dạy nhiệt_tình , dễ tiếp_thu ."
kiến thức truyền đạt của giảng viên .,neutral,lecturer,kiến_thức truyền_đạt của giảng_viên .
đề kiểm tra không đầy đủ .,negative,training_program,đề kiểm_tra không đầy_đủ .
cần bài tập nhiều hơn .,negative,training_program,cần bài_tập nhiều hơn .
cô dạy hơi khó hiểu .,negative,lecturer,cô dạy hơi khó hiểu .
thầy dạy cả bài học lẫn cách học sao cho hiệu quả .,positive,lecturer,thầy dạy cả bài_học lẫn cách học sao cho hiệu_quả .
deadline không cho nộp quá hạn .,negative,training_program,deadline không cho nộp quá hạn .
giảng viên không nói ra điểm khác biệt khi làm lab trên hai hệ điều hành này .,negative,lecturer,giảng_viên không nói ra điểm khác_biệt khi làm lab trên hai hệ điều_hành này .
chấm bài thi .,neutral,lecturer,chấm bài thi .
"dạy tốt , nhiệt tình .",positive,lecturer,"dạy tốt , nhiệt_tình ."
giảng không hiểu bài .,negative,lecturer,giảng không hiểu bài .
không có gì cả .,neutral,others,không có gì cả .
có những buổi thực hành giảng viên không có mặt .,negative,lecturer,có những buổi thực_hành giảng_viên không có_mặt .
"giảng viên giảng bài khá nhanh , sinh viên khó có khả năng theo kịp dù chú ý quan sát và lắng nghe giảng , chữ viết hơi khó nhìn .",negative,lecturer,"giảng_viên giảng bài khá nhanh , sinh_viên khó có khả_năng theo kịp dù chú_ý quan_sát và lắng_nghe giảng , chữ_viết hơi khó nhìn ."
"truyền đạt quá nhanh , em chưa nắm kịp lắm .",negative,lecturer,"truyền_đạt quá nhanh , em chưa nắm kịp lắm ."
cần có chứng chỉ tương đương bằng quốc tế sau khi ra trường để khỏi phải học bên ngoài .,negative,training_program,cần có chứng_chỉ tương_đương bằng quốc_tế sau khi ra trường để khỏi phải học bên ngoài .
ôn tập thi mà không liên quan đến đề thi .,negative,training_program,ôn_tập thi mà không liên_quan đến đề thi .
chưa có một tiết thực hành nào .,negative,training_program,chưa có một tiết thực_hành nào .
"thầy dạy hay , dễ hiểu , kiến thức chuẩn để làm bài .",positive,lecturer,"thầy dạy hay , dễ hiểu , kiến_thức chuẩn để làm bài ."
nghỉ nhiều nhưng bù ít .,negative,lecturer,nghỉ nhiều nhưng bù ít .
mong thầy giảng bài và trả lời câu hỏi đúng trọng tâm và mong muốn của sinh viên .,negative,lecturer,mong thầy giảng bài và trả_lời câu hỏi đúng trọng_tâm và mong_muốn của sinh_viên .
không hiểu bài thật tốt .,negative,training_program,không hiểu bài thật tốt .
cô dạy rất vui vẻ .,positive,lecturer,cô dạy rất vui_vẻ .
"nhiệt tình , tận tâm .",positive,lecturer,"nhiệt_tình , tận_tâm ."
"nội dung giảng dạy nửa đầu học kỳ khá mơ hồ như "" làm thế nào để thành công "" , "" thói quen người thành công "" hay là bàn về tương lai vdotv .",negative,training_program,"nội_dung giảng_dạy nửa đầu học_kỳ khá mơ_hồ như "" làm thế_nào để thành_công "" , "" thói_quen người thành_công "" hay_là bàn về tương_lai vdotv ."
cô dễ thương tận tình với sinh viên .,positive,lecturer,cô dễ_thương tận_tình với sinh_viên .
cho bài tập nhiều hơn nữa .,negative,lecturer,cho bài_tập nhiều hơn nữa .
cô giảng chậm và rất tận tình với sinh viên .,positive,lecturer,cô giảng chậm và rất tận_tình với sinh_viên .
chỉ nên lấy điểm thi và điểm nộp bài .,negative,training_program,chỉ nên lấy điểm thi và điểm nộp bài .
nên đổi mới tài liệu .,negative,training_program,nên đổi_mới tài_liệu .
"không khí lớp học vui vẻ , thoải mái .",positive,lecturer,"không_khí lớp_học vui_vẻ , thoải_mái ."
cần có tài liệu bài giảng tự học nhiều hơn .,negative,training_program,cần có tài_liệu bài giảng tự học nhiều hơn .
giảng bài chưa thật sự dễ hiểu .,negative,lecturer,giảng bài chưa thật_sự dễ hiểu .
"dạy kỹ , sát với đề thi .",positive,lecturer,"dạy kỹ , sát với đề thi ."
"thưa , điều em hài lòng nhất về hoạt động giảng dạy của cô wzjwz326 là cô rất chuyên tâm và quan tâm tới học sinh và chất lượng buổi học .",positive,lecturer,"thưa , điều em hài_lòng nhất về hoạt_động giảng_dạy của cô wzjwz326 là cô rất chuyên_tâm và quan_tâm tới học_sinh và chất_lượng buổi học ."
cô rất tâm huyết và nhiệt thành .,positive,lecturer,cô rất tâm_huyết và nhiệt_thành .
giáo viên tổ chức hoạt động theo nhóm .,negative,lecturer,giáo_viên tổ_chức hoạt_động theo nhóm .
"giảng viên giảng dạy rất dễ hiểu , bám sát nội dung môn học .",positive,lecturer,"giảng_viên giảng_dạy rất dễ hiểu , bám sát nội_dung môn_học ."
thầy khó quá .,negative,lecturer,thầy khó quá .
thầy wzjwz279 nhiệt tình chia sẻ kinh nghiệm kiến thức thực tế thay cho giáo trình môn học nghèo nàn và không cần thiết .,positive,lecturer,thầy wzjwz279 nhiệt_tình chia_sẻ kinh_nghiệm kiến_thức thực_tế thay cho giáo_trình môn_học nghèo_nàn và không cần_thiết .
tạo cơ hội cho sinh viên và giúp đỡ sinh viên nhiệt tình trên website môn học .,positive,lecturer,tạo cơ_hội cho sinh_viên và giúp_đỡ sinh_viên nhiệt_tình trên website môn_học .
bài tập ổn .,neutral,training_program,bài_tập ổn .
áp dụng vừa dạy vừa có ví dụ code trực tiếp .,positive,lecturer,áp_dụng vừa dạy vừa có ví_dụ code trực_tiếp .
tương tác tốt với tất cả sinh viên trong giờ học .,positive,lecturer,tương_tác tốt với tất_cả sinh_viên trong giờ học .
mong phòng đào tạo trong tương lai sắp xếp cho thầy wzjwz128 dạy lớp em bất cứ môn nào thầy có thể .,negative,training_program,mong phòng đào_tạo trong tương_lai sắp_xếp cho thầy wzjwz128 dạy lớp em bất_cứ môn nào thầy có_thể .
lịch thực hành trùng với lịch học lý thuyết các môn học khác .,negative,training_program,lịch thực_hành trùng với lịch học lý_thuyết các môn_học khác .
